x,y,text
482,682,". | saa ——— has left the Live Share session |
"
90,702,"eee §640 private final PasswordEncoder passwordEncoder3; ee
"
86,721,"ccacheManager.getCache(UserReposi... 41
"
66,746,"> © AccountResourcejava src\m... a : ? ; ? : z 1 a
"
65,757,"¥ © User WIControllerjava srcim.@ 42 private final AuthorityRepository authorityRepository; Message Live Share Chat
"
12,784,"$3 Controller to authenticate users. 4s
"
66,808,">°o Resourcejava src\main\y_. 44 private final CacheManager cacheManager ;
"
10,6,"x File Edit Selection View Go Debug Terminal Help ‘UserServicejava - sales-app - Visual Studio Code = o x
"
13,36,"& SEARCH 0 BS @ © Gashierjava @ © UserServicejava X tT) @ s+ | = liveShare Chat ore
"
76,61,"nS ASEH <> main java > com > mycompany > myapp > service > © UserSericejava _
"
0,89,"ES e 234 sirrresent(user -> iii
"
67,102,"Replace AB = 235 String currentEncryptedPassword = user.getPassword(); (ilar —
"
76,137,"roe “236 if (!passwordEncoder .matches(currentClearTextPassword, mez |
"
5,145,"ke Y © CacheConfigurationjava src\... currentEncryptedPassword)) { ——
"
91,182,"repository UserRepository.USERS BY.. 237 throw new InvalidPasswordException(); =:
"
12,202,"e repository.UserRepository.USERS BY... 238 1 ae
"
65,231,"Y © UserRepository,java src\main\... (6) 239 String encryptedPassword = passwordEncoder.encode(newPassword); =
"
12,254,"FID string USERS_BY_LOGIN.CACHE=""u.. 240 user. setPassword(encryptedPassword) ; =
"
90,283,"String USERS, BY_LOGIN.CACHE = ""te 2.7 this.clearUserCaches(user) ; =~
"
14,304,"(Sting USERS BY_EMAILCACHE=""u.. 945 log.debug(""Changed password for User: {}"", user)5 a
"
90,328,"‘String USERS_BY_EMAIL_CACHE = Ue 243 »s eae
"
91,352,"@Cacheable(cacheNames = USERS.... 244 } =——
"
91,374,"@Cacheable(cacheNames = USERS... oe ee Tuesday, December 10
"
78,396,"eee ae 246 @Transactional(readOnly = true) = fal oeendegentiotecon
"
90,429,"ae ee, | 287 public Page<UserDTO> getAllManagedUsers(Pageable pageable) { a7 | ee oa oa
"
91,456,"return (REE stream) 248 return userRepository.findAl1ByLoginNot(pageable, “ee -
"
91,484,"public List<User> userDTOsToUserst... Constants .ANONYMOUS_USER) .map(UserDTO: : new) ; a has started the Live Share
"
65,509,"Y © UserServicejava src\main\java...(@) 249 } session
"
90,516,"Service dass for managing. 8X 250 ee .
"
84,549,"public class UserService { 251 @Transactional(readOnly = true) —— FA era Un
"
91,581,"= LoggerFactory getlogger(UserSen. 955 public Optional<User> getUserWithAuthoritiesByLogin(String login) { = has joined the Live Share
"
91,601,"pubic [iiiservice(UseiRepostioy us 953 return userRepository.findOneWithAuthoritiesByLogin(login); ee session
"
91,628,"Page<UserDTO> getAllManagedUse... 254 } en i
"
91,652,"* Not activated should be auto... SI oF
"
82,648,"public void ee aa ae =| Fl gamba 021M
"
90,679,"eee | 256 @ransactional (readonly = true) =—. has left the Live Share session |
"
90,716,"ie i) 287 public Optional<User> getUserwWithAuthorities(Long id) {
"
66,741,"> © AccountResourcejava src\m. @@ 258 return userRepository.findOneWithAuthoritiesById(id) ; i =
"
65,755,"Y © User WIControllerjava srcvm.@ 259 } Message Live Share Chat
"
4,785,"so Controller to authenticate users. 260
"
66,815,"> © UserResourcejava src\main\.. $8) 261 ransactional(readOnly = true
"
10,3,"‘J File Edit Selection View Go Debug Terminal Help ‘UserService java - sales-app - Visual Studio Code - o xX
"
13,38,"& SEARCH 0 S 8B © Gshierjava @ © UserServicejava X ies Live Share Chat X “
"
77,73,"= Kemp SC? main > java > com > mycompany > myapp > service > © UserServicejava
"
0,89,"| p. = 258 return userRepository.tindOneWithAuthoritiesByld(id) ; ile
"
68,104,"Replace 48 259 } Tio —
"
76,138,"179 results in 24 files “260 -
"
3,145,"&@ Y © CacheConfigurationjava src\.. @ 261 @Transactional(readOnly = true) =o!
"
91,182,"repository.UserRepository.USERS BY... 262 public Optional<User> getUserWithAuthorities() { Le 7
"
12,202,"% repository. UserRepository.USERS BY... 263 return SecurityUtils.getCurrentUserLogin() .flatMap a
"
65,237,"Y © UserRepository,java src\main\... (6 (userRepository: : findOneWithAuthoritiesByLogin) ; a
"
0,250,"ag String USERS BY_LOGIN.CACHE=""u.. 964 } —
"
90,279,"‘String USERS_BY_LOGIN_CACHE = “u.. 265 —— 2
"
14,303,"@ String USERS_BY_EMAIL_CACHE = “u... vy m=
"
27,316,". String USERS BY EMAIL CACHE = “iiss 70° i Ee
"
110,329,"ing USERS_BY cz * ; 7 ad
"
154,334,"efcachafianes = IESE. ay . Not activated USérs should be automatically deleted after 3 days. ee
"
91,371,"@Cacheable(cacheNames = USERS... She ee
"
65,376,"ele ese (269 * This is scheduled to get fired everyday, at 01:00 (am). = eeedey Deco ad
"
91,418,"public list<UserDT0> WSEBToUserD.. 270 af = Efi eye codatioutiociccom
"
90,432,"usersToUserDTOs(Uist<User> use){ 271 @Scheduled(leron = “0 0 1 * * ?*i} jee | oh 05:07 PM
"
91,460,"return users.stream( 272 public void removeNotActivatedUsers() { ‘te. "" .
"
91,480,"public List<User> userDTOsToUsers(... 273 userRepository = has Saea the Live Share
"
65,512,"Y © UserServicejava a 9 274 . findAl11ByActivatedIsFalseAndCreatedDateBefore(Instant .now().minus a Session
"
81,534,"Service class for managing x 3, ChronoUnit.DAYS a .
"
82,543,"public class UserService { 275 ee 8 ») a Fl gsimha 05:09 PM
"
91,582,"= lonereanyos nate 576 log.debug(""Deleting not activated user {}"", user.getLogin()); === has joined the Live Share
"
82,600,"public UserService(UserRepository us... aan : del 5 tome Kerion
"
91,614,"Page<UserDTO> getAllMa ia userRepository.delete(user) ; rear
"
91,639,"* Not activated BBE chould be auto. 278 this.clearUserCaches(user) ; es gsimha 05:17 PM
"
107,653,"lic void NotActivatedUser.. 279 3s —= Fl 3
"
91,682,"a ae <i. 280 } = has left the Live Share session |
"
90,721,"cacheManager.getCache(UserReposi... 281
"
66,745,"> © AccountResourcejava src\m... 4) 282 /** . a
"
65,763,"Y © UsersWIControlerjava srcvm..@) 283 * @return a list of all the authorities ot
"
12,783,"se Controller to authenticate users. 284 */
"
66,815,"> © UserResourcejava s:c\main\.. 3 ici ; iti
"
10,0,"“J File Edit Selection View Go Debug Terminal Help ‘# Cashierjava - sales-app - Visual Studio Code - o x
"
0,32,"| ie EXPLORER © Cashierjava © t @ ++ © LiveShare Chat x oa
"
54,73,"‘V OPEN EDITORS | 11 UNSAVED. src > main > java > com > mycompany > myapp > domain > © Cashierjava
"
14,89,"p GROUP 1 48 public Cashier firstName(String firstName) { ——
"
73,118,"© © Cashierjava src\main\ava\com\my.. 49 this.firstName = firstName; Coren
"
86,137,"er 50 return this; EE
"
16,149,"BD venience ali =
"
54,179,"\ SALES-APP 52 ——
"
12,198,"Bg \ java eee ; . . —
"
97,213,"Hise 53 public void setFirstName(String firstName) { =
"
0,233,"ae aca 54 this.firstName = firstName; —
"
111,269,"© myapp 55 + fee
"
120,295,"Y aop 56 7
"
14,305,"@ ¥ logging 57 public String getLastName() { =
"
134,340,"© LoggingAspectjava 58 return lastName;
"
121,365,"> config
"
119,369,"Soman ee } Tuesday, December 10
"
124,409,"(© AbstractAuditingEntityjava = « = |
"
124,411,"eee 61 pul Castile ast Name (Stning lastName) {f Pa PyerenieGoutieciccrn
"
107,437,"lpicadiwe 2 | t ies aleve = lastName; = 05:07 PM
"
174,474,"= return this;
"
124,479,"ee Pa i 7 has started the Live Share
"
124,503,"peas Session
"
124,522,"(© package-infojava 65
"
115,543,"(© PersistentAuditEventjava 66 ee setLastName(String lastName) { gsimha 05:09 PM
"
117,563,"|© Productjava 67 this.lastName = lastName; _. .
"
124,587,"See 68 7 has joined the Live Share
"
124,615,"(© Stockltemjava 69 r session
"
124,640,"© Userjava 70 bli i i
"
459,645,"public String getEmail() { - =
"
121,653,"> repository zu return email; Fi eat aE
"
121,682,"> security 72 y has left the Live Share session |
"
121,710,"> service
"
137,723,"ae is blic Cashi il(stri il) {
"
117,751,"©. AonticntinntNinh Vent ime public Cashier email(String emai 7
"
57,759,"> ourune 75 this.email = email; Message Live Share Chat
"
0,790,"$3 a 76 return this;
"
57,816,"> LIVE SHARE
"
10,6,"x File Edit Selection View Go Debug Terminal Help package-infojava - sales-app - Visual Studio Code = o x
"
0,32,"| ie EXPLORER © Cashierjava © — © package-infojava X t OM + © LiveShare Chat x oa
"
54,73,"‘OPEN EDITORS ""1 UNSAVED src > main > java > com > mycompany > myapp > domain > © package-infojava
"
14,88,"p GROUP 1 1 [** an
"
73,120,"© © Cashierjava src\main\java\com\my... 2 * JPA domain objects.
"
11,137,"fe X © package-infojava src\main\java\co... 3 */
"
74,163,"nour 4] package com.mycompany.myapp.domain; +
"
94,190,"= Live Share Chat 5
"
12,202,"JEL sates-are phos
"
111,233,"Y myapp
"
26,254,"8 Y aop
"
12,259,"& © logging
"
134,299,"© LoggingAspectjava
"
14,308,"ee ||||| sea:
"
119,346,"domain
"
124,368,"© AbstractAuditingEntity java
"
111,372,"la ees Tuesday, December 10
"
124,414,"(© Cardjava -
"
124,428,"(© Cashierjava ae eye.code@outlook.com
"
124,454,"|e Debitjava 05:07 PM
"
53,475,"—O packageinfojava has started the Live Share
"
124,507,"© PersistentAuditEvent.java ROCIOn
"
124,530,"(© Productjava
"
124,552,"(© Receiptjava | gsimha 05:09 PM
"
124,576,"© Stockttemiely ee :
"
124,583,"[© Userjava has yoined the Live Share
"
121,619,"Srerontenr session
"
121,646,"> security .
"
121,653,"> service Fi gsimha 05:17 PM
"
121,683,"> web has left the Live Share session |
"
117,714,"© ApplicationWebXmljava
"
116,737,"© SalesAppjava
"
57,759,"Bynes Message Live Share Chat
"
12,792,"cies
"
57,816,"> LVE SHARE
"
10,6,"x File Edit Selection View Go Debug Terminal Help ¢ UserService java - sales-app - Visual Studio Code = o x
"
13,39,"& SEARCH 0 S 8B _— © Gshierjava @ © UserServicejava @ nao © Live Share Chat X oo
"
362,73,"> main > java > com > > > service > © UserService;
"
56,78,"Users oe oe eG cere pam Sricdre OC Ua ne Crete Cece ted Creel cay oe ile
"
13,93,"> Be + p> = te
"
292,128,"= * This i i : a
"
11,125,"be oo seas na nies 20 Le is scheduled to get fired everyday, at 01:00 (am). ies i
"
65,160,"Y © CacheConfigurationjava src\... = . =a
"
91,182,"suienlucncean tener) 272 @Scheduled(cron = ""9 @ 1 * * 2"") =:
"
12,202,"ene me 272 public void removeNotActivatedUsers() { —
"
65,229,"Y © UserRepository,java src\main\... (6 273 userRepository eS
"
0,250,"ag String USERS BY_LOGIN.CACHE=""u.. 274 . findAl1ByActivatedIsFalseAndCreatedDateBefore(Instant.now().minus T=
"
90,279,"‘String USERS_BY_LOGIN_CACHE = ""u.. (3, ChronoUnit.DAYS) ) ——
"
14,304,"@ String USERS BY EMAIL.CACHE=""u.. 275 .forEach(user -> { =
"
90,328,"String USERS BY_EMAILCACHE=""Us. 276 log.debug(""Deleting not activated for user {}"", user.getLogin() ee
"
91,352,"@Cacheable(cacheNames = USERS... ds —
"
78,372,"Pananaaes = USERS. 977 userRepository.delete(user); ee Tuesday, December 10
"
106,400,"eer me sete @) 579 this.clearUserCaches (user) ; ee
"
81,417,"Public List <UserDTO> usersToUserD.. a Y; =. ""y' eye.code@outlook.com
"
90,430,"usersToUserDTOs(List<User> users) { 2 ie on 05:07 PM
"
82,451,"return users.stream() 280 } ‘= : % ;
"
91,484,"public List<User> userDTOsToUsem(.. 282 a has started the Live Share
"
65,501,"Y © UserServicejava src\main\ java... (@) 282 ft ms session
"
90,516,"Service dass for managing. 8 X «283 * @return a list of all the authorities =
"
81,551,"public class UserService { 284 */ = Fl gsimha 05:09 PM
"
91,577,"= LoggerFactory.getLogger(UserServ.. 285 public List<String> getAuthorities() { = has joined the Live Share
"
91,605,"public UserService(UserRepository us... 236 return authorityRepository.findAll().stream().map(Authority::getName) “=== eestor
"
91,628,"Page<UserDTO> getAliManagedUse.. -collect(Collectors.toList()); ioe |,
"
91,645,"* Not activated users should be auto... 5.7 } —= | gsimha 05:17 PM
"
91,667,"public void removeNotActivatedUser... =e . .
"
90,682,"cece 788 at has left the Live Share session |
"
98,708,"So = 289 private void clearUserCaches(User user) { —
"
66,729,"emimeccme aq 292 Objects .requireNonNull (cacheManager .getCache a
"
65,755,"Y © UserWiControlierjava src\m...@ (UserRepository.USERS BY LOGIN CACHE)).evict(user.getLogin()); ""Message Live Share Chat
"
12,782,"$3 Controller to authenticate users. 291 Objects .requireNonNull (cacheManager .getCache
"
66,808,"> © UserResourcejava s:c\main\j.. 33 (UserRepository.USERS BY EMAIL_CACHE)).evict(user.getEmail());
"
10,2,"™J File. Edit Selection View Go Debug Terminal Help 1» UserServicejava - sales-app - Visual Studio Code = ox
"
13,38,"& SEARCH 0 S 8B _ © Gshierjava @ © UserServicejava @ hag « Live Share Chat X “
"
77,73,"= Kae 5? main > java > com > mycompany > myapp > service > © UserServicejava
"
48,74,"rl a eee SCL IG cee ame SIA Tee Oe tac cnmat Peaiey Gere Cem a yee lea Cay Se om
"
0,89,"| Pp Replace BS 268 * <p> el
"
76,121,"_ a 269 * This is scheduled to get fired everyday, at 01:00 (am). ie
"
0,138,"te 179 results in 24 files a6 J =——|
"
65,166,"© © CacheConfigurationjava src\.. ae
"
151,174,"caapectory Rw. 272 @Scheduled(cron = ""9 @ 1 * * 2"") =:
"
5,198,"Bia repostonLiseRepesnoi MEE ev. 272 public void removeNotActivatedUsers() { i e
"
65,225,"V © UserRepositoryjava srcvnsin@ 273 userRepository ——
"
0,250,"ag String USERS BY_LOGIN.CACHE=""u.. 274 - findAl1ByActivatedIsFalseAndCreatedDateBefore(Instant.now().minus “=
"
90,274,"String USERS_BY_LOGIN_CACHE = “u.. (3, ChronoUnit .DAYS) ) ——— Tuesday, December 10
"
14,304,"@ String USERS BY_EMAILCACHE=""u.. 275 -forEach(user -> { = ;
"
90,325,"String USERS_BY_EMAIL_CACHE =""ts 276 log.debug(""Deleting not activated for user {}"", user.getLogin() [=== y gt, C¥e-code@outlook.com
"
91,348,"@Cacheable(cacheNames = USERS... )s =a 05:07 PM
"
57,372,"Leaman = USE 977 userRepository.delete(user); ge has started the Live Share
"
106,400,"UserMoppereve acme —@ 978 this.clearUserCaches (user) = session
"
91,421,"publiclist<UserDTO> WsesToUseD... 3° ae —
"
90,440,"usersToUserDTOs(List<User> users) { #2 nie i ,
"
270,453,"- 280 } —-— gsimha 05:09 PM
"
84,448,"return users.stream) ‘te! FA
"
91,484,"public List<User> userTOsToUsem(.. 282 aa has joined the Live Share
"
65,507,"VY © UserServicejava src\main\java... (9) 282 n** : session
"
90,516,"Service dass for managing @ xX  —«-283 * @return a list of all the authorities ee
"
82,551,"public class UserService { 284 +] = Fl gsimha 05:17 PM
"
91,578,"= LoggerFactorygetloggertUserSer.. 285] | |i get Authorities —— has left the Live Share session |
"
91,605,"public UserService(UserRepository us... 296 public List<String> getAuthorities() { |
"
87,625,"Peoes Us ONO7 getaliManagedUse.. 997 return authorityRepository.findAll().stream().map(Authority::getName) “Som | a} gsimha 05:23 PM
"
91,648,"REE CIEE. .collect(Collectors.toList()); ——, has joined the Live Share
"
91,668,"public void removeNotActivatedUser... pee } BS sextori
"
83,693,"cacheManager.getCache(UserReposi.... oi eee ih
"
81,716,"‘cacheManager.getCache(UserReposi... . . a
"
66,736,"We pmuicmuciestn @ 292 private void clearUserCaches(User user) {
"
65,753,"Y © User WIControllerjava srim.@ 222 Objects .requireNonNull (cacheManager.getCache “Message Live Share Chat
"
12,782,"& Controller to authenticate users. (UserRepository.USERS BY_LOGIN_CACHE)).evict(user.getLogin()); © gsimha (1) joined the collaboration session.
"
66,811,"> © UserResourcejava src\main\j... 33) 292 Objects. requireNonNull(cacheManager .getCache
"
10,2,"BF File Edit Selection View Go Debug Terminal Help @ UserService java - sales-app - Visual Studio Code = o x
"
13,38,"& SEARCH 0 S 8B _ © Gshierjava @ © UserServicejava @ ha « Live Share Chat X “
"
77,73,"= Kae 5? main > java > com > mycompany > myapp > service > © UserServicejava
"
291,89,"a atv MERE FBC GoM GCE peu Gams oy |
"
0,89,"2 Be err eee ie
"
76,129,"_ o 242 log.debug(""Changed password for User: {}"", user); =
"
12,137,"te 179 results in 24 files oa yp; ————5
"
65,166,"Y © CacheConfigurationjava src\... (2 i =
"
91,182,"repository UserRepository USERS BY... ""4 } =""
"
4,198,"Bcd repository.UserRepository.USERS BY... 24° aera
"
65,232,"© UserRepositoryjava src\main\... (6! 246 @lransactional(readOnly = true) ———
"
0,250,"ag ‘String USERS BY_LOGIN.CACHE=""u.. 247 public Page<UserDT0> getAllManagedUsers(Pageable pageable) { —
"
90,274,"String USERS BY LOGIN CACHE=""uas 248 return userRepository.findAllByLoginNot(pageable, “=== Tuesday, December 10
"
14,304,"@ String USERS_BY_EMAIL_CACHE =u... Constants. ANONYMOUS_USER) .map(UserDTO: :new) ; =
"
90,322,"‘String USERS_BY_EMAIL.CACHE=""u.. 249 } ee mh eye.code@outlook.com
"
91,349,"@Cacheable(cacheNames = USERS... 959 = 05:07 PM
"
136,374,"aoe = oc, l@uranesetional (readonlyie terue) ge has started the Live Share
"
106,400,"pee le @ 22 public Optional<User> getUserWithAuthoritiesByLogin(String login) { ee session
"
86,424,"paar = 253 return userRepository.findOneWithAuthoritiesByLogin(login); = -
"
350,453,"254 } ‘gpa ——~ gsimha 05:09 PM
"
91,448,"return users.streamd . Fl
"
91,484,"public List<User> userDTOsToUsers(... 29° = has joined the Live Share
"
65,501,"Y © UserServicejava src\main\java... (@) 256 @Transactional(readOnly = true) oe session
"
90,516,"Service class for managing. @ x 257 public Optional<User> getUserWithAuthorities(Long id) { ee
"
81,550,"public class UserService { 258 return userRepository. findOneWithAuthoritiesById(id) ; = Fl gsimha 05:17 PM
"
91,578,"= loggetacioeysetlocgelimmery-- 259 } = has left the Live Share session |
"
91,606,"public UserService(UserRepository us... 26Q Setar
"
91,625,"Page<UserDTO> getAllManagedUse.. 96 @Transactional(readOnly = true) — a Fl gsimha 05:23 PM
"
91,647,"* Not activated users should be auto... 5 : 4 oe eel oe 2
"
145,656,"2 : 262 public Optional<User> getUserWithAuthorities() { os has joined the Live Share
"
91,675,"ee ae G3 return SecurityUtils.getCurrentUserLogin() .flatMap = SESSION
"
86,693,"‘cacheManager.getCache(UserReposi... i is A ae . eas :
"
144,710,"ne a (userRepository: : findOneWithAuthoritiesByLogin) ; Se
"
155,728,"= 264 (4
"
66,737,"Ce) oes , ""Message Live Share Chat
"
65,763,"Y © UserWIControllerjava src\ma. @ 65 ig
"
12,783,"3 Controller to authenticate users. 266 Vets
"
66,813,"> © UserResourcejava src\main\j.. 3) 267 * Not activated SPS should be automatically deleted after 3 days.
"
10,2,"BF File Edit Selection View Go Debug Terminal Help @ UserService java - sales-app - Visual Studio Code = o x
"
13,38,"& SEARCH 0 S 8B _ © Gshierjava @ © UserServicejava @ ha « Live Share Chat X “
"
77,73,"= Kae 5? main > java > com > mycompany > myapp > service > © UserServicejava
"
291,89,"a atv MERE FBC GoM GCE peu Gams oy |
"
0,89,"2 Be err ieee ie
"
76,129,"_ o 242 log.debug(""Changed password for User: {}"", user); =
"
12,137,"te 179 results in 24 files oa yp; ————5
"
65,166,"Y © CacheConfigurationjava src\... (2 i =
"
91,182,"repository UserRepository USERS BY... ""4 } =""
"
4,198,"Bcd repository.UserRepository.USERS BY... 24° aera
"
65,232,"© UserRepositoryjava src\main\... (6! 246 @lransactional(readOnly = true) ———
"
0,250,"ag ‘String USERS BY_LOGIN.CACHE=""u.. 247 public Page<UserDT0> getAllManagedUsers(Pageable pageable) { —
"
90,274,"String USERS BY LOGIN CACHE=""uas 248 return userRepository.findAllByLoginNot(pageable, “=== Tuesday, December 10
"
14,304,"@ String USERS_BY_EMAIL_CACHE =u... Constants. ANONYMOUS_USER) .map(UserDTO: :new) ; =
"
90,322,"‘String USERS_BY_EMAIL.CACHE=""u.. 249 } ee mh eye.code@outlook.com
"
91,349,"@Cacheable(cacheNames = USERS... 959 = 05:07 PM
"
136,374,"aoe = oc, l@uranesetional (readonlyie terue) ge has started the Live Share
"
106,400,"pee le @ 22 public Optional<User> getUserWithAuthoritiesByLogin(String login) { ee session
"
82,424,"pee = 253 return userRepository.findOneWithAuthoritiesByLogin(login); = -
"
350,453,"254 } ‘gpa ——~ gsimha 05:09 PM
"
91,448,"return users.streamd . Fl
"
91,484,"public List<User> userDTOsToUsers(... 29° = has joined the Live Share
"
65,501,"Y © UserServicejava src\main\java... (@) 256 @Transactional(readOnly = true) oe session
"
90,516,"Service class for managing. @ x 257 public Optional<User> getUserWithAuthorities(Long id) { ee
"
81,550,"public class UserService { 258 return userRepository. findOneWithAuthoritiesById(id) ; = Fl gsimha 05:17 PM
"
91,578,"= loggetacioeysetlocgelimmery-- 259 } = has left the Live Share session |
"
91,606,"public UserService(UserRepository us... 26Q Setar
"
91,625,"Page<UserDTO> getAllManagedUse.. 96 @Transactional(readOnly = true) — a Fl gsimha 05:23 PM
"
91,647,"* Not activated users should be auto... 5 : 4 oe eel oe 2
"
145,656,"2 : 262 public Optional<User> getUserWithAuthorities() { os has joined the Live Share
"
91,675,"ee ee ee G3 return SecurityUtils.getCurrentUserLogin() .flatMap = SESSION
"
86,693,"‘cacheManager.getCache(UserReposi... i is A ae . eas :
"
144,710,"ne a (userRepository: : findOneWithAuthoritiesByLogin) ; Se
"
155,728,"= 264 (4
"
66,737,"Ce) oes , ""Message Live Share Chat
"
65,763,"Y © UserWIControllerjava src\ma. @ 65 ig
"
12,783,"3 Controller to authenticate users. 266 Vets
"
66,813,"> © UserResourcejava src\main\j.. 3) 267 * Not activated USPS should be automatically deleted after 3 days.
"
10,2,"™J File. Edit Selection View Go Debug Terminal Help 1» UserServicejava - sales-app - Visual Studio Code = ox
"
13,38,"& SEARCH 0 S 8B _ © Gshierjava @ © UserServicejava @ hag « Live Share Chat X “
"
77,73,"= Kae 5%? main > java > com > mycompany > myapp > service > © UserServicejava
"
55,75,"al Ps Ck eg PA he, a oA pS CSAS TS oF om
"
0,89,"|\2a— Be 22 Ln ie
"
76,129,"_ a 269 * This is scheduled to get fired everyday, at @1:00 (am). =
"
15,144,"% 179 results in 24 files 270 */ <3 i
"
65,166,"© CacheConfigurationjava sic\... (2) x . ==
"
151,182,"ieonepechon IEE ey. 272 @Scheduled(cron = ""0 0 1 * * 2"") ="":
"
5,198,"Bia repostonLiseRepesnoi MEE ev. 272 public void removeNotActivatedUsers() { a
"
65,225,"V © UserRepositoryjava srcvnsin@ 273 userRepository ——
"
0,250,"ag String USERS BY_LOGIN.CACHE=""u.. 274 - findAl1ByActivatedIsFalseAndCreatedDateBefore(Instant.now().minus =~
"
90,274,"String USERS_BY_LOGIN.CACHE = “u.. (3, Chronounit.DAYS)) === Tuesday, December 10
"
14,304,"@ String USERS BY_EMAILCACHE=""u.. 275 -forEach(user -> { = ;
"
90,325,"String USERS_BY_EMAIL_CACHE =""ts 276 log.debug(""Deleting not activated for user {}"", user.getLogin() f= jth, cve-code@outlook.com
"
91,348,"@Cacheable(cacheNames = USERS... )s =a 05:07 PM
"
57,374,"Leaman = USE 977 userRepository.delete(user); ge has started the Live Share
"
106,396,"teeta ee zy this. clearUserCaches (user); /_ session
"
91,421,"publiclist<UserDTO> WsesToUseD... 3° ae —
"
90,440,"usersToUserDTOs(List<User> users) { #2 ee 5 ,
"
270,453,": —-— imha 05:09 PM
"
91,447,"wen Bread 280 } ‘ee me
"
91,484,"public List<User> userTOsToUsem(.. 282 oa has joined the Live Share
"
65,505,"VY © UserServicejava src\main\java... (9) 282 iad ¥ session
"
90,516,"Service class for managing. @ x. 283 * @return a list of all the authorities ee
"
82,551,"public class UserService { 284 */] = Fl gsimha 05:17 PM
"
91,578,"= LoggerFactorygetloggertUserSer.. 285] | // get Authorities —— has left the Live Share session |
"
91,605,"public UserService(UserRepository us... 296 public List<String> getAuthorities() { |
"
87,625,"Peoes Us ONO7 getaliManagedUse.. 997 return authorityRepository.findAll().stream().map(Authority::getName) “Sos | a} gsimha 05:23 PM
"
91,648,"ee eee .collect(Collectors.toList()); ——, has joined the Live Share
"
91,674,"Public void removeNotActivatedUSer... 50 } = sexo)
"
83,693,"cacheManager.getCache(UserReposi.... oi eal |
"
90,725,"‘cacheManager.getCache(UserReposi...
"
66,736,"We pmuicmucietn q 29° private void clearUserCaches(User user) { ]
"
65,753,"Y © User WIControllerjava srim.@ 222 Objects .requireNonNull (cacheManager.getCache “Message Live Share Chat
"
12,782,"& Controller to authenticate users. (UserRepository.USERS BY LOGIN CACHE) ).evict(user.getLogin()); © gsimha (1) joined the collaboration session.
"
66,811,"> © UserResourcejava src\main\j... 33) 292 Objects. requireNonNull(cacheManager .getCache
"
10,0,"“J File Edit Selection View Go Debug Terminal Help '* UserService java - sales-app - Visual Studio Code - og x
"
13,36,"& SEARCH 0 & B_— © Gshierjava @ © UserServicejava @ hgoe = Live Share Chat oe
"
67,70,"Users 5 2 erie? cen 7 perenne corre 0 eee aa creuiiy Uesevea ures Gayo a
"
0,89,"| Pp ia Replace a 268 * <p> —!
"
350,128,"“269 * This is scheduled to get fired everyday, at 01:00 (am). a=
"
15,144,"% cas in 24 files 270 */ ——
"
91,171,"ee 27 @scheduled(cron = ""0 0.1 * * 2"") —-
"
5,198,"Big repository LseRepostory ISEB ev. 272 public void removeNotActivatedUsers() { |
"
65,224,"Y © teerkcosty ies @ 273 userRepository =
"
0,250,"ag String USERS BY_LOGIN.CACHE=""u.. 274 . findAl1ByActivatedIsFalseAndCreatedDateBefore(Instant.now().minus “%=—
"
90,279,"String USERS_BY_LOGIN_CACHE = “u. (3, ChronoUnit .DAYS)) ——
"
14,303,"@ String USERS BY_EMAILCACHE=""u... 275 -forEach(user -> { ma
"
90,328,"‘String USERS_BY_EMAIL.CACHE = ""un. 276 log.debug(""Deleting not activated for user {}"", user.getLogin() ee
"
91,329,"@Cacheable(cacheNames = USERS... | )s =
"
91,374,"@Cacheable(cacheNames = USERS... 977 userRepository.delete(user) ; ee Tuesday, December 10
"
65,400,"ees Oe) 572 this.clearUserCaches (user) ; =
"
83,415,"Public List<UserDTO> usersToUserD.- a yp; fo em eye.code@outlook.com
"
90,444,"usersToUserDTOs(list <User> users) { Bee-~ | P="" 05:07PM
"
84,457,"return users.stream() 280 + —- -
"
91,484,"public List<User> userDTOsToUsem(.. 282 aoe has started the Live Share
"
65,501,"VY © UserServicejava src\main\java... (9) 282 Ne es, session
"
90,516,"Service class for managing. § X 283 * @return a list of all the authorities =
"
82,531,"public class UserService { 284 | */ = xa | gsimha 05:09 PM
"
91,574,"= Loggerfactorygettogger(Usaen.. 285] | | ll has joined the Live Share
"
91,605,"Public UserService(UserRepository us... 236 public List<String> getAuthorities() { — session
"
91,628,"Page<UserDTO> getAliManagedUse.. 937 return authorityRepository.findAll().stream().map(Authority::getName) Soma. |
"
91,648,"* Not activated USES should be auto... -collect(Collectors.toList()); Se rf gsimha 05:17 PM
"
91,674,"public void removeNotActivatedUser... = . .
"
90,682,"ea Neanager gets eiaposl 288 } si has left the Live Share session |
"
90,710,"sce —
"
66,736,"Semimeccme aq 292 private void clearUserCaches(User user) { a :
"
65,757,"Y © UsertWIControllerjava sre\ma. 4 291 Objects .requireNonNull (cacheManager..getCache Message Live Share Chat
"
12,783,"a Controller to authenticate EEE. (UserRepository.USERS BY LOGIN CACHE)).evict(user.getLogin())5
"
66,811,"> © UserResourcejava src\main\j... 33) 292 Objects. requireNonNull(cacheManager .getCache
"
10,6,"x File Edit Selection View Go Debug Terminal Help package-info java - sales-app - Visual Studio Code = o x
"
0,33,"| a EXPLORER © Cashierjava © © package-infojava X tl @ + & tiveShare Chat x ”
"
